Date,Fund,Dollar,Firouzen,Gold
5/20/2024,2.6554,0.803767661,0.374612573,1.516038931
5/21/2024,2.6387,0.813186813,0.373120591,1.510539046
5/22/2024,2.6387,0.800627944,0.373120591,1.510539046
5/23/2024,2.645,0.8288854,0.373120591,1.510539046
5/24/2024,2.645,0.8288854,0.373120591,1.510539046
5/25/2024,2.6781,0.802197802,0.366655337,1.457623052
5/26/2024,2.687,0.807849294,0.342783628,1.441699301
5/27/2024,2.6944,0.835164835,0.345767591,1.474871381
5/28/2024,2.7404,0.84144427,0.377099209,1.567332796
5/29/2024,2.7559,0.827943485,0.385553773,1.545246871
5/30/2024,2.7252,0.857142857,0.385553773,1.545246871
5/31/2024,2.6901,0.857142857,0.385553773,1.545246871
6/1/2024,2.6901,0.846153846,0.372125937,1.495584735
6/2/2024,2.6902,0.872841444,0.373617918,1.525531752
6/3/2024,2.7143,0.850863422,0.373617918,1.525531752
6/4/2024,2.7143,0.84144427,0.373617918,1.525531752
6/5/2024,2.7143,0.846153846,0.372125937,1.523400906
6/6/2024,2.6909,0.843014129,0.372125937,1.523400906
6/7/2024,2.7104,0.843014129,0.372125937,1.523400906
6/8/2024,2.7104,0.860910518,0.351238191,1.493943408
6/9/2024,2.7388,0.851491366,0.3641687,1.497792367
6/10/2024,2.7478,0.850863422,0.391024373,1.469717039
6/11/2024,2.745,0.85400314,0.379088518,1.465714505
6/12/2024,2.7436,0.849293564,0.379585846,1.4741611
6/13/2024,2.7427,0.855572998,0.379585846,1.4741611
6/14/2024,2.7427,0.855572998,0.379585846,1.4741611
6/15/2024,2.7466,0.847723705,0.370633955,1.475476081
6/16/2024,2.758,0.850235479,0.354222155,1.466559165
6/17/2024,2.7654,0.863422292,0.354222155,1.466559165
6/18/2024,2.7654,0.864992151,0.339302337,1.459715503
6/19/2024,2.7627,0.86122449,0.365163355,1.460828918
6/20/2024,2.7439,0.866562009,0.365163355,1.460828918
6/21/2024,2.7611,0.866562009,0.365163355,1.460828918
6/22/2024,2.7611,0.864992151,0.357703446,1.486504646
6/23/2024,2.7706,0.886342229,0.365660682,1.541666667
6/24/2024,2.8226,0.919937206,0.382072482,1.605054519
6/25/2024,2.8292,0.913657771,0.382072482,1.605054519
6/26/2024,2.8292,0.901098901,0.402960227,1.572621516
6/27/2024,2.8159,0.921507064,0.402960227,1.572621516
6/28/2024,2.8341,0.921507064,0.402960227,1.572621516
6/29/2024,2.8341,0.941915228,0.404452209,1.598460416
6/30/2024,2.8615,0.948194663,0.330847773,1.673846272
7/1/2024,2.8581,0.943485086,0.3805805,1.645953313
7/2/2024,2.8875,0.924646782,0.409425482,1.653382477
7/3/2024,2.8454,0.911459969,0.420366682,1.599314674
7/4/2024,2.8602,0.932496075,0.420366682,1.599314674
7/5/2024,2.8112,0.932496075,0.420366682,1.599314674
7/6/2024,2.8112,0.893249608,0.532762645,1.465964064
7/7/2024,2.8694,0.887912088,0.509388263,1.511335714
7/8/2024,2.8647,0.875981162,0.507398954,1.49260923
7/9/2024,2.8458,0.856200942,0.511377572,1.46892997
7/10/2024,2.838,0.838304553,0.505906972,1.471598326
7/11/2024,2.8897,0.830455259,0.505906972,1.471598326
7/12/2024,2.8559,0.830455259,0.505906972,1.471598326
7/13/2024,2.8559,0.825117739,0.500933699,1.447871074
7/14/2024,2.8595,0.824175824,0.516350845,1.479411426
7/15/2024,2.8595,0.832025118,0.516350845,1.479411426
7/16/2024,2.8595,0.832025118,0.516350845,1.479411426
7/17/2024,2.8855,0.80533752,0.513864208,1.51225716
7/18/2024,2.8823,0.797488226,0.513864208,1.51225716
7/19/2024,2.8823,0.797488226,0.513864208,1.51225716
7/20/2024,2.9165,0.817896389,0.496457754,1.479737772
7/21/2024,2.8949,0.808477237,0.486013881,1.505979805
7/22/2024,2.8952,0.811616955,0.492479136,1.502476388
7/23/2024,2.8929,0.830455259,0.506901627,1.532461798
7/24/2024,2.9083,0.832967033,0.496457754,1.541791446
7/25/2024,2.9016,0.843642072,0.496457754,1.541791446
7/26/2024,2.9016,0.843642072,0.496457754,1.541791446
7/27/2024,2.9133,0.843642072,0.493971118,1.551840974
7/28/2024,2.9133,0.85400314,0.493971118,1.551840974
7/29/2024,2.9026,0.860282575,0.473083372,1.597625355
7/30/2024,2.9328,0.874411303,0.4626395,1.617244491
7/31/2024,2.9592,0.893249608,0.436281154,1.677829609
8/1/2024,2.9156,0.918367347,0.436281154,1.677829609
8/2/2024,2.9181,0.918367347,0.436281154,1.677829609
8/3/2024,2.9181,0.94411303,0.387045755,1.739595331
8/4/2024,2.9863,0.921507064,0.402960227,1.69134416
8/5/2024,2.9795,0.935635793,0.388537737,1.696949628
8/6/2024,2.995,0.926216641,0.387045755,1.712115104
8/7/2024,2.995,0.946624804,0.387045755,1.712115104
8/8/2024,2.998,0.927786499,0.387045755,1.712115104
8/9/2024,2.998,0.927786499,0.387045755,1.712115104
8/10/2024,2.9856,0.891679749,0.406441518,1.64639484
8/11/2024,2.9347,0.875981162,0.392019027,1.597721339
8/12/2024,2.9438,0.891679749,0.387543082,1.634473624
8/13/2024,2.9434,0.880062794,0.378093864,1.617762804
8/14/2024,2.9656,0.858712716,0.404949536,1.608490747
8/15/2024,2.9694,0.852433281,0.404949536,1.608490747
8/16/2024,2.9694,0.852433281,0.404949536,1.608490747
8/17/2024,2.9614,0.821036107,0.432302536,1.603077248
8/18/2024,2.9264,0.8288854,0.443741063,1.59753897
8/19/2024,2.9763,0.839246468,0.420366682,1.646721186
8/20/2024,2.9921,0.835164835,0.416885391,1.652912155
8/21/2024,3.0078,0.838304553,0.424842627,1.643476925
8/22/2024,2.9908,0.850863422,0.424842627,1.643476925
8/23/2024,2.9908,0.850863422,0.424842627,1.643476925
8/24/2024,3.0183,0.844583987,0.453190282,1.650416571
8/25/2024,3.0183,0.868131868,0.453190282,1.650416571
8/26/2024,3.0505,0.874411303,0.451200973,1.686544959
8/27/2024,3.0411,0.861852433,0.454682263,1.670841972
8/28/2024,3.0424,0.880690738,0.473083372,1.676437841
8/29/2024,3.0275,0.880690738,0.473083372,1.676437841
8/30/2024,3.0275,0.880690738,0.473083372,1.676437841
8/31/2024,3.0665,0.879120879,0.501431027,1.685489135
9/1/2024,3.0727,0.897017268,0.491484481,1.694943561
9/2/2024,3.0727,0.893249608,0.491484481,1.694943561
9/3/2024,3.0983,0.89010989,0.489495172,1.704772326
9/4/2024,3.0983,0.886970173,0.489495172,1.704772326
9/5/2024,3.1026,0.883830455,0.489495172,1.704772326
9/6/2024,3.1026,0.883830455,0.489495172,1.704772326
9/7/2024,3.0961,0.874411303,0.479548627,1.685028411
9/8/2024,3.1014,0.879120879,0.458163554,1.67331836
9/9/2024,3.1192,0.879120879,0.476067336,1.681179452
9/10/2024,3.149,0.875981162,0.458660882,1.685748291
9/11/2024,3.1597,0.878178964,0.451200973,1.699675574
9/12/2024,3.1597,0.872841444,0.451200973,1.699675574
9/13/2024,3.1597,0.872841444,0.451200973,1.699675574
9/14/2024,3.1613,0.867189953,0.442746409,1.729795362
9/15/2024,3.1769,0.861852433,0.429318573,1.714274745
9/16/2024,3.2044,0.864992151,0.433794518,1.721252784
9/17/2024,3.2315,0.878492936,0.461147518,1.74074714
9/18/2024,3.2243,0.868131868,0.468607427,1.761614067
9/19/2024,3.2382,0.865620094,0.468607427,1.761614067
9/20/2024,3.2382,0.865620094,0.468607427,1.761614067
9/21/2024,3.2382,0.867503925,0.468607427,1.761614067
9/22/2024,3.2882,0.869073783,0.469104754,1.801840974
9/23/2024,3.3225,0.888540031,0.478553972,1.822755893
9/24/2024,3.3695,0.90266876,0.519832136,1.870248791
9/25/2024,3.3529,0.891051805,0.514858863,1.843104507
9/26/2024,3.3601,0.903610675,0.514858863,1.843104507
9/27/2024,3.3601,0.903610675,0.514858863,1.843104507
9/28/2024,3.2645,0.918367347,0.499939045,1.961030485
9/29/2024,3.3014,0.912087912,0.487505863,1.893140981
9/30/2024,3.2557,0.923076923,0.486511209,1.912241803
10/1/2024,3.2482,0.974882261,0.482035263,1.950645013
10/2/2024,3.3841,0.975510204,0.476067336,1.990017661
10/3/2024,3.3815,0.996860283,0.476067336,1.990017661
10/4/2024,3.3815,0.996860283,0.476067336,1.990017661
10/5/2024,3.3765,0.974882261,0.467612772,2.005307917
10/6/2024,3.4631,1.006279435,0.459158209,2.111091914
10/7/2024,3.4117,0.984301413,0.463136827,2.056937726
10/8/2024,3.3664,0.974882261,0.475072681,2.010750211
10/9/2024,3.3761,0.990580848,0.477559318,2.014647163
10/10/2024,3.5032,1.010989011,0.477559318,2.014647163
10/11/2024,3.5032,1.010989011,0.477559318,2.014647163
10/12/2024,3.5516,0.967032967,0.477559318,2.018774476
10/13/2024,3.5234,0.983673469,0.477559318,2.048932658
10/14/2024,3.4858,0.990580848,0.477559318,2.104392229
10/15/2024,3.4853,0.978963893,0.477559318,2.088996391
10/16/2024,3.447,0.996860283,0.477559318,2.139205636
10/17/2024,3.4104,1.006279435,0.477559318,2.139205636
10/18/2024,3.4104,1.006279435,0.477559318,2.139205636
10/19/2024,3.4315,1.006279435,0.477559318,2.215973662
10/20/2024,3.5595,1.018838305,0.477559318,2.273304922
10/21/2024,3.5451,1.037048666,0.477559318,2.274495124
10/22/2024,3.531,1.08477237,0.477559318,2.29459418
10/23/2024,3.5353,1.142857143,0.477559318,2.371861322
10/24/2024,3.5172,1.144427002,0.477559318,2.371861322
10/25/2024,3.5172,1.144427002,0.477559318,2.371861322
10/26/2024,3.3166,1.062794349,0.477559318,2.090234585
10/27/2024,3.4382,1.08477237,0.477559318,2.147796207
10/28/2024,3.4923,1.121507064,0.477559318,2.24194694
10/29/2024,3.558,1.153846154,0.477559318,2.345801659
10/30/2024,3.6022,1.16577708,0.477559318,2.365305613
10/31/2024,3.6453,1.14599686,0.477559318,2.365305613
11/1/2024,3.6453,1.14599686,0.477559318,2.365305613
11/2/2024,3.5403,1.184615385,0.457666227,2.319521232
11/3/2024,3.611,1.185243328,0.435783827,2.393736082
11/4/2024,3.5325,1.169544741,0.425837282,2.316555325
11/5/2024,3.5155,1.164835165,0.445730373,2.277288259
11/6/2024,3.5867,1.191522763,0.422853318,2.354593796
11/7/2024,3.6529,1.178963893,0.422853318,2.354593796
11/8/2024,3.6529,1.178963893,0.422853318,2.354593796
11/9/2024,3.5739,1.175824176,0.465126136,2.272076326
11/10/2024,3.5454,1.145054945,0.465126136,2.174844506
11/11/2024,3.5018,1.103610675,0.465126136,2.049854104
11/12/2024,3.5229,1.136577708,0.465126136,2.093718805
11/13/2024,3.5683,1.14599686,0.465126136,2.161694694
11/14/2024,3.6258,1.152276295,0.465126136,2.161694694
11/15/2024,3.6258,1.152276295,0.465126136,2.161694694
11/16/2024,3.561,1.146938776,0.465126136,2.125115181
11/17/2024,3.5606,1.147566719,0.465126136,2.129540045
11/18/2024,3.5515,1.150706436,0.465126136,2.144859095
11/19/2024,3.5626,1.1711146,0.465126136,2.212345466
11/20/2024,3.6204,1.172056515,0.465126136,2.277844967
11/21/2024,3.5814,1.17833595,0.465126136,2.277844967
11/22/2024,3.5814,1.17833595,0.465126136,2.277844967
11/23/2024,3.5912,1.204081633,0.465126136,2.355534439
11/24/2024,3.6308,1.163265306,0.465126136,2.307628811
11/25/2024,3.5592,1.177394035,0.465126136,2.240775935
11/26/2024,3.578,1.184615385,0.465126136,2.238366736
11/27/2024,3.6017,1.196232339,0.465126136,2.258744145
11/28/2024,3.5823,1.204081633,0.465126136,2.258744145
11/29/2024,3.5823,1.204081633,0.465126136,2.258744145
11/30/2024,3.6479,1.218838305,0.465126136,2.332584658
12/1/2024,3.6206,1.205651491,0.672511607,2.291618675
12/2/2024,3.6456,1.224489796,0.721747007,2.307235276
12/3/2024,3.6598,1.2433281,0.731693553,2.324838747
12/4/2024,3.6465,1.252747253,0.724233644,2.343344467
12/5/2024,3.6465,1.246467818,0.724233644,2.343344467
12/6/2024,3.6465,1.246467818,0.724233644,2.343344467
12/7/2024,3.6572,1.254317111,0.702351244,2.325357061
12/8/2024,3.6704,1.265934066,0.691907371,2.358193197
12/9/2024,3.6619,1.26844584,0.742634752,2.367657222
12/10/2024,3.6825,1.282574568,0.742634752,2.401424403
12/11/2024,3.7052,1.309262166,0.742634752,2.48671581
12/12/2024,3.7353,1.302982732,0.742634752,2.48671581
12/13/2024,3.7353,1.302982732,0.742634752,2.48671581
12/14/2024,3.7026,1.359497645,0.742634752,2.525752515
12/15/2024,3.7369,1.351648352,0.742634752,2.521769178
12/16/2024,3.6909,1.395604396,0.742634752,2.555171619
12/17/2024,3.7238,1.412872841,0.742634752,2.586020886
12/18/2024,3.7238,1.42700157,0.742634752,2.563656608
12/19/2024,3.8211,1.419152276,0.742634752,2.563656608
12/20/2024,3.8211,1.419152276,0.742634752,2.563656608
12/21/2024,3.7294,1.395604396,0.742634752,2.47926745
12/22/2024,3.6894,1.39811617,0.742634752,2.442083237
12/23/2024,3.6979,1.456828885,0.742634752,2.549431775
12/24/2024,3.6773,1.475039246,0.742634752,2.576096138
12/25/2024,3.6244,1.47566719,0.742634752,2.55865584
12/26/2024,3.5082,1.503924647,0.742634752,2.55865584
12/27/2024,3.5082,1.503924647,0.742634752,2.55865584
12/28/2024,3.6999,1.565149137,0.742634752,2.645751747
12/29/2024,3.7747,1.513343799,0.742634752,2.582555863
12/30/2024,3.7085,1.576138148,0.742634752,2.557196882
12/31/2024,3.7753,1.562009419,0.742634752,2.589869846
1/1/2025,3.8301,1.565149137,0.895314224,2.58215273
1/2/2025,3.8923,1.538461538,0.895314224,2.58215273
1/3/2025,3.8923,1.538461538,0.895314224,2.58215273
1/4/2025,3.9761,1.522762951,0.952009533,2.542636105
1/5/2025,3.9521,1.505494505,0.954496169,2.535888428
1/6/2025,3.9292,1.518053375,0.93062446,2.525090225
1/7/2025,3.8073,1.521193093,0.969913315,2.574627582
1/8/2025,3.7353,1.535321821,0.977373224,2.624251325
1/9/2025,3.5874,1.568288854,0.977373224,2.624251325
1/10/2025,3.5874,1.568288854,0.977373224,2.624251325
1/11/2025,3.6694,1.579277865,0.95797746,2.721905475
1/12/2025,3.8233,1.544740973,0.92167257,2.699080473
1/13/2025,3.8061,1.56043956,0.940073678,2.732281348
1/14/2025,3.8061,1.566718995,0.940073678,2.732281348
1/15/2025,3.7957,1.535321821,0.937089715,2.705712969
1/16/2025,3.8597,1.528414443,0.937089715,2.705712969
1/17/2025,3.8597,1.528414443,0.937089715,2.705712969
1/18/2025,3.7639,1.544740973,0.893822242,2.690461107
1/19/2025,3.7942,1.544740973,0.89431957,2.717816555
1/20/2025,3.8207,1.554160126,0.876913115,2.737368502
1/21/2025,3.7786,1.599686028,0.882383715,2.807004914
1/22/2025,3.8461,1.602825746,0.929132479,2.906876296
1/23/2025,3.7843,1.638932496,0.929132479,2.906876296
1/24/2025,3.7843,1.638932496,0.929132479,2.906876296
1/25/2025,4.0285,1.637362637,0.940073678,2.970388927
1/26/2025,4.0199,1.645211931,0.909239388,2.983346771
1/27/2025,4.0193,1.648351648,0.902774133,2.961443216
1/28/2025,4.0193,1.651491366,0.902774133,2.961443216
1/29/2025,4.1531,1.626373626,0.900287497,2.939654841
1/30/2025,4.1125,1.635792779,0.900287497,2.939654841
1/31/2025,4.1125,1.635792779,0.900287497,2.939654841
2/1/2025,4.0966,1.646153846,0.870945188,3.014791139
2/2/2025,4.0523,1.649921507,0.885367679,3.068494203
2/3/2025,4.093,1.644270016,0.906752751,3.078697305
2/4/2025,4.0482,1.667189953,0.931121788,3.087518237
2/5/2025,4.1714,1.692307692,0.915704642,3.227261384
2/6/2025,4.1118,1.703296703,0.915704642,3.227261384
2/7/2025,4.1118,1.703296703,0.915704642,3.227261384
2/8/2025,4.1118,1.814756672,0.915704642,3.227261384
2/9/2025,4.3285,1.91522763,0.962950733,3.628973739
2/10/2025,4.3285,1.894819466,0.962950733,3.628973739
2/11/2025,4.0139,1.80533752,0.962950733,3.540284497
2/12/2025,4.0139,1.800627943,0.962950733,3.540284497
2/13/2025,3.9852,1.827315542,0.962950733,3.540284497
2/14/2025,3.9852,1.827315542,0.962950733,3.540284497
2/15/2025,4.0586,1.868131868,0.962950733,3.625278354
2/16/2025,3.9826,1.866562009,0.928866348,3.61604469
2/17/2025,4.0751,1.871271586,0.959852152,3.679480534
2/18/2025,4.0831,1.90266876,0.979992926,3.779159948
2/19/2025,4.0837,1.912087912,0.995485828,3.997072487
2/20/2025,3.8719,1.954474097,0.995485828,3.997072487
2/21/2025,3.8719,1.954474097,0.995485828,3.997072487
2/22/2025,4.1225,1.941915228,0.989288667,4.182254473
2/23/2025,3.9807,1.927158556,1.028020923,3.95649044
2/24/2025,3.9996,1.89010989,1.080696791,3.983039622
2/25/2025,3.8949,1.91522763,1.100837564,3.831231283
2/26/2025,3.9471,1.926216641,1.079147501,3.950875374
2/27/2025,4.0068,1.919937206,1.079147501,3.950875374
2/28/2025,4.0068,1.919937206,1.079147501,3.950875374
3/1/2025,3.9552,1.910518053,1.086893952,3.742801198
3/2/2025,3.8959,1.908948195,1.105485435,3.68972203
3/3/2025,3.9036,1.868131868,1.069851759,3.585416187
3/4/2025,3.8946,1.858712716,1.063654598,3.656809107
3/5/2025,3.9642,1.794348509,1.048161696,3.556275436
3/6/2025,3.9533,1.81255887,1.048161696,3.556275436
3/7/2025,3.9533,1.81255887,1.048161696,3.556275436
3/8/2025,3.9249,1.883830455,1.021823762,3.744912847
3/9/2025,3.8612,1.910518053,0.998584408,3.888188205
3/10/2025,3.8798,1.920565149,1.00942944,3.866015895
3/11/2025,3.8793,1.927158556,0.986190086,3.80775359
3/12/2025,3.8737,1.927786499,0.975345055,3.78798088
3/13/2025,3.843,1.916797488,0.975345055,3.78798088
3/14/2025,3.843,1.916797488,0.975345055,3.78798088
3/15/2025,3.9093,1.886028257,1.034218084,3.790591646
3/16/2025,3.8179,1.949764521,1.028020923,3.940720264
3/17/2025,3.8177,2.001569859,1.017175891,4.209168394
3/18/2025,3.8752,2.095761381,0.986190086,4.557465638
3/19/2025,3.8752,2.089481947,0.986190086,4.557465638
3/20/2025,3.8752,2.08477237,0.986190086,4.557465638
3/21/2025,3.8752,2.08477237,0.986190086,4.557465638
3/22/2025,3.8752,2.08477237,0.986190086,4.557465638
3/23/2025,3.8752,2.08477237,0.986190086,4.557465638
3/24/2025,3.8752,2.08477237,0.986190086,4.557465638
3/25/2025,3.8075,2.221350078,1.041964535,4.474237887
3/26/2025,3.824,2.218210361,1.057457437,4.68900215
3/27/2025,3.673,2.237048666,1.057457437,4.68900215
3/28/2025,3.673,2.237048666,1.057457437,4.68900215
3/29/2025,3.834,2.288854003,1.088443242,5.046341089
3/30/2025,3.8291,2.25588697,1.134921949,4.890818168
3/31/2025,3.8291,2.25588697,1.134921949,4.890818168
4/1/2025,3.8291,2.25588697,1.134921949,4.890818168
4/2/2025,3.8291,2.25588697,1.134921949,4.890818168
4/3/2025,3.8291,2.296703297,1.134921949,4.890818168
4/4/2025,3.8291,2.296703297,1.134921949,4.890818168
4/5/2025,3.7159,2.227629513,1.114781176,4.574925132
4/6/2025,3.7474,2.282574568,1.055908147,4.678088766
4/7/2025,3.6933,2.321821036,1.046612406,4.812571988
4/8/2025,3.6185,2.136577708,1.107034725,4.242791599
4/9/2025,3.8119,2.136577708,1.093091113,4.154332719
4/10/2025,4.051,2.156985871,1.093091113,4.154332719
4/11/2025,4.051,2.156985871,1.093091113,4.154332719
4/12/2025,4.1301,1.973312402,1.119429047,3.904457498
4/13/2025,4.0684,1.668759812,1.182949947,3.439453275
4/14/2025,4.2895,1.810047096,1.196893559,3.539507026
4/15/2025,4.5545,1.764521193,1.20154143,3.680977885
4/16/2025,4.5596,1.762951334,1.226330073,3.580818552
4/17/2025,4.7205,1.678178964,1.226330073,3.580818552
4/18/2025,4.7205,1.678178964,1.226330073,3.580818552
4/19/2025,4.699,1.665620094,1.280555232,3.386210935
4/20/2025,4.5826,1.665620094,1.348724002,3.076067342
4/21/2025,4.5992,1.665620094,1.415343483,3.233385165
4/22/2025,4.6316,1.665620094,1.362667614,3.129923981
4/23/2025,4.5148,1.665620094,1.311541037,3.137948245
4/24/2025,4.5148,1.665620094,1.311541037,3.137948245
4/25/2025,4.5148,1.665620094,1.311541037,3.137948245
4/26/2025,4.4785,1.665620094,1.347174712,3.137948245
4/27/2025,4.5191,1.605965463,1.347174712,3.137948245
4/28/2025,4.5011,1.605965463,1.347174712,3.137948245
4/29/2025,4.5444,1.542700157,1.317738198,3.300334024
4/30/2025,4.6134,1.574097331,1.340977551,3.372734777
5/1/2025,4.6752,1.574097331,1.340977551,3.372734777
5/2/2025,4.6752,1.574097331,1.340977551,3.372734777
5/3/2025,4.799,1.668759812,1.27125949,3.662452968
5/4/2025,4.7412,1.747252747,1.221682203,3.752793135
5/5/2025,4.7269,1.653061224,1.251118717,3.680747524
5/6/2025,4.7131,1.605965463,1.272808781,3.527614605
5/7/2025,4.7334,1.543171115,1.272808781,3.522767412
5/8/2025,4.7096,1.558869702,1.272808781,3.554058205
5/9/2025,4.7096,1.558869702,1.272808781,3.554058205
5/10/2025,4.6551,1.558869702,1.322386068,3.651693158
5/11/2025,4.8934,1.590266876,1.26816091,3.690259541
5/12/2025,4.791,1.590266876,1.252668008,3.526434001
5/13/2025,4.7767,1.574568289,1.319287488,3.563925363
5/14/2025,4.7759,1.558869702,1.339428261,3.515990939
5/15/2025,4.8656,1.543171115,1.365766195,3.515990939
5/16/2025,4.8656,1.543171115,1.365766195,3.515990939
5/17/2025,4.8793,1.543171115,1.368864775,3.407759349
5/18/2025,4.9392,1.543171115,1.379709807,3.299345389
5/19/2025,4.9141,1.574568289,1.365766195,3.36274284
5/20/2025,4.9955,1.590266876,1.316188907,3.597347001
5/21/2025,4.8926,1.574568289,1.265062329,3.590081011
5/22/2025,4.919,1.558869702,1.292949554,3.542597712
5/23/2025,4.919,1.574568289,1.292949554,3.542597712
5/24/2025,4.879,1.574568289,1.252668008,3.521625202
5/25/2025,4.8377,1.574568289,1.254217298,3.458909238
5/26/2025,4.8165,1.605965463,1.291400263,3.474669815
5/27/2025,4.8572,1.574568289,1.277456651,3.488587499
5/28/2025,4.8691,1.558869702,1.277456651,3.488587499
5/29/2025,4.8653,1.558869702,1.277456651,3.488587499
5/30/2025,4.8653,1.574568289,1.291400263,3.488587499
5/31/2025,4.9671,1.574568289,1.291400263,3.488587499
6/1/2025,4.9317,1.590266876,1.277456651,3.43852223
6/2/2025,4.8227,1.590266876,1.279005942,3.497206865
6/3/2025,4.8616,1.605965463,1.254217298,3.557302465
6/4/2025,4.8616,1.605965463,1.274358071,3.557302465
6/5/2025,4.8616,1.605965463,1.261963749,3.557302465
6/6/2025,4.8616,1.590266876,1.261963749,3.557302465
6/7/2025,4.9566,1.590266876,1.20154143,3.572765492
6/8/2025,4.9517,1.574568289,1.199992139,3.567016049
6/9/2025,4.9942,1.59010989,1.182949947,3.630960608
6/10/2025,4.9586,1.571742543,1.182949947,3.534429471
6/11/2025,4.9667,1.597802198,1.173654205,3.582911004
6/12/2025,4.9732,1.622762951,1.173654205,3.582911004
6/13/2025,4.9732,1.622762951,1.173654205,3.582911004
6/14/2025,4.9732,1.622762951,1.173654205,3.582911004
6/15/2025,4.9732,1.622762951,1.173654205,3.582911004
6/16/2025,4.9732,1.622762951,1.173654205,3.582911004
6/17/2025,4.9732,1.622762951,1.173654205,3.582911004
6/18/2025,4.9732,1.622762951,1.173654205,3.582911004
6/19/2025,4.9732,1.622762951,1.173654205,3.582911004
6/20/2025,4.9732,1.622762951,1.173654205,3.582911004
6/21/2025,4.9732,1.622762951,1.173654205,3.582911004
6/22/2025,4.9732,1.622762951,1.173654205,3.582911004
6/23/2025,4.9732,1.622762951,1.173654205,3.582911004
6/24/2025,4.9732,1.622762951,1.173654205,3.582911004
6/25/2025,4.9732,1.60188383,1.173654205,3.582911004
6/26/2025,4.9732,1.627315542,1.173654205,3.582911004
6/27/2025,4.9732,1.627315542,1.173654205,3.582911004
6/28/2025,4.5934,1.655259027,1.108584015,3.671408278
6/29/2025,4.7487,1.766718995,1.046612406,3.89549259
6/30/2025,4.8947,1.847566719,0.986190086,4.235170468
7/1/2025,4.6826,1.879748823,0.927317057,4.297387315
7/2/2025,4.6998,1.869387755,0.869993319,4.125460723
7/3/2025,4.6998,1.875981162,0.826613192,4.125460723
7/4/2025,4.6998,1.875981162,0.775486614,4.125460723
7/5/2025,4.6998,1.875981162,0.775486614,4.125460723
7/6/2025,4.6998,1.875981162,0.775486614,4.125460723
7/7/2025,4.7806,1.774568289,0.775486614,3.990411196
7/8/2025,4.7853,1.732810047,0.775486614,3.914718191
7/9/2025,4.7853,1.757613815,0.724360036,3.954551563
7/10/2025,4.7853,1.771899529,0.724360036,3.954551563
7/11/2025,4.8288,1.771899529,0.724360036,3.954551563
7/12/2025,4.9146,1.734379906,0.767740163,3.925046072
7/13/2025,4.8341,1.791208791,0.781683775,4.001065423
7/14/2025,4.978,1.77833595,0.81266958,4.137055594
7/15/2025,5.2069,1.77833595,0.845204675,4.071460109
7/16/2025,5.249,1.77833595,0.896331253,4.060469938
7/17/2025,5.249,1.77833595,0.896331253,4.060469938
7/18/2025,5.249,1.77833595,0.896331253,4.060469938
7/19/2025,5.1997,1.77833595,0.94126067,4.024130385
7/20/2025,5.1425,1.77833595,0.936612799,3.969246717
7/21/2025,5.1802,1.77833595,0.983091506,4.027307456
7/22/2025,5.1996,1.77833595,0.995485828,4.090138601
7/23/2025,5.2038,1.77833595,0.989288667,4.095686478
7/24/2025,5.2038,1.77833595,0.989288667,4.095686478
7/25/2025,5.2038,1.77833595,0.989288667,4.095686478
7/26/2025,5.1773,1.77833595,1.040415245,4.01490632
7/27/2025,5.1466,1.77833595,1.029570213,3.990276818
7/28/2025,5.1639,1.77833595,0.993936538,4.077430316
7/29/2025,5.1652,1.77833595,0.94590854,4.093546034
7/30/2025,5.1764,1.825745683,0.897880543,4.100802426
7/31/2025,5.1764,1.825745683,0.897880543,4.100802426
8/1/2025,5.1764,1.897959184,0.897880543,4.100802426
8/2/2025,5.2063,1.935635793,0.873091899,4.263255394
8/3/2025,5.3245,1.935635793,0.846753965,4.373790601
8/4/2025,5.3636,1.935635793,0.854500416,4.39645243
8/5/2025,5.4747,1.935635793,0.904077704,4.397364279
8/6/2025,5.4808,1.935635793,0.849852545,4.350245719
8/7/2025,5.4808,1.935635793,0.849852545,4.350245719
8/8/2025,5.4808,1.935635793,0.849852545,4.350245719
8/9/2025,5.4808,1.935635793,0.849852545,4.350245719
